,name,cate,dist,dire
554,m24_50m_left_0259.wav,Sniper,50m,left
555,m24_50m_left_0260.wav,Sniper,50m,left
556,m24_50m_left_0261.wav,Sniper,50m,left
557,m24_50m_left_0262.wav,Sniper,50m,left
558,m24_50m_right_0263.wav,Sniper,50m,right
559,m24_50m_right_0264.wav,Sniper,50m,right
560,m24_50m_right_0265.wav,Sniper,50m,right
561,m24_50m_right_0266.wav,Sniper,50m,right
562,m24_50m_right_0267.wav,Sniper,50m,right
563,m24_50m_right_0268.wav,Sniper,50m,right
564,m24_50m_right_0269.wav,Sniper,50m,right
565,m24_50m_right_0270.wav,Sniper,50m,right
566,m24_50m_right_0271.wav,Sniper,50m,right
567,m24_50m_right_0272.wav,Sniper,50m,right
568,m24_50m_right_0273.wav,Sniper,50m,right
569,m24_50m_right_0274.wav,Sniper,50m,right
570,m24_50m_right_0275.wav,Sniper,50m,right
571,m24_50m_right_0276.wav,Sniper,50m,right
572,m24_50m_right_0277.wav,Sniper,50m,right
573,m24_50m_right_0278.wav,Sniper,50m,right
574,m24_600m_back_0279.wav,Sniper,600m,back
575,m24_600m_back_0280.wav,Sniper,600m,back
576,m24_600m_back_0281.wav,Sniper,600m,back
577,m24_600m_back_0282.wav,Sniper,600m,back
578,m24_600m_back_0283.wav,Sniper,600m,back
579,m24_600m_back_0284.wav,Sniper,600m,back
580,m24_600m_back_0285.wav,Sniper,600m,back
581,m24_600m_back_0286.wav,Sniper,600m,back
582,m24_600m_back_0287.wav,Sniper,600m,back
583,m24_600m_back_0288.wav,Sniper,600m,back
584,m24_600m_back_0289.wav,Sniper,600m,back
585,m24_600m_back_0290.wav,Sniper,600m,back
586,m24_600m_back_0291.wav,Sniper,600m,back
587,m24_600m_back_0292.wav,Sniper,600m,back
588,m24_600m_back_0293.wav,Sniper,600m,back
589,m24_600m_back_0294.wav,Sniper,600m,back
590,m24_600m_back_0295.wav,Sniper,600m,back
591,m24_600m_front_0297.wav,Sniper,600m,front
592,m24_600m_front_0298.wav,Sniper,600m,front
593,m24_600m_front_0299.wav,Sniper,600m,front
594,m24_600m_front_0300.wav,Sniper,600m,front
595,m24_600m_front_0301.wav,Sniper,600m,front
596,m24_600m_front_0302.wav,Sniper,600m,front
597,m24_600m_front_0303.wav,Sniper,600m,front
598,m24_600m_front_0304.wav,Sniper,600m,front
599,m24_600m_front_0305.wav,Sniper,600m,front
600,m24_600m_front_0306.wav,Sniper,600m,front
601,m24_600m_front_0308.wav,Sniper,600m,front
602,m24_600m_front_0310.wav,Sniper,600m,front
603,m24_600m_front_0311.wav,Sniper,600m,front
604,m24_600m_front_0312.wav,Sniper,600m,front
605,m24_600m_front_0313.wav,Sniper,600m,front
606,m24_600m_front_0314.wav,Sniper,600m,front
607,m24_600m_front_0315.wav,Sniper,600m,front
608,m24_600m_left_0316.wav,Sniper,600m,left
609,m24_600m_left_0318.wav,Sniper,600m,left
610,m24_600m_left_0319.wav,Sniper,600m,left
611,m24_600m_left_0320.wav,Sniper,600m,left
612,m24_600m_left_0321.wav,Sniper,600m,left
613,m24_600m_left_0323.wav,Sniper,600m,left
614,m24_600m_left_0324.wav,Sniper,600m,left
615,m24_600m_left_0325.wav,Sniper,600m,left
616,m24_600m_left_0326.wav,Sniper,600m,left
617,m24_600m_left_0327.wav,Sniper,600m,left
618,m24_600m_left_0328.wav,Sniper,600m,left
619,m24_600m_left_0330.wav,Sniper,600m,left
620,m24_600m_left_0331.wav,Sniper,600m,left
621,m24_600m_left_0333.wav,Sniper,600m,left
622,m24_600m_left_0334.wav,Sniper,600m,left
623,m24_600m_left_0335.wav,Sniper,600m,left
624,m24_600m_left_0336.wav,Sniper,600m,left
625,m24_600m_left_0337.wav,Sniper,600m,left
626,m24_600m_left_0338.wav,Sniper,600m,left
627,m24_600m_left_0339.wav,Sniper,600m,left
628,m24_600m_left_0340.wav,Sniper,600m,left
629,m24_600m_right_0341.wav,Sniper,600m,right
630,m24_600m_right_0343.wav,Sniper,600m,right
631,m24_600m_right_0344.wav,Sniper,600m,right
632,m24_600m_right_0345.wav,Sniper,600m,right
633,m24_600m_right_0346.wav,Sniper,600m,right
634,m24_600m_right_0347.wav,Sniper,600m,right
635,m24_600m_right_0348.wav,Sniper,600m,right
636,m24_600m_right_0349.wav,Sniper,600m,right
637,m24_600m_right_0351.wav,Sniper,600m,right
638,m24_600m_right_0352.wav,Sniper,600m,right
639,m24_600m_right_0353.wav,Sniper,600m,right
640,m24_600m_right_0355.wav,Sniper,600m,right
641,m24_600m_right_0357.wav,Sniper,600m,right
642,m24_600m_right_0358.wav,Sniper,600m,right
643,m24_600m_right_0359.wav,Sniper,600m,right
644,m24_600m_right_0360.wav,Sniper,600m,right
645,m24_600m_right_0361.wav,Sniper,600m,right
646,m24_600m_right_0362.wav,Sniper,600m,right
647,m24_600m_right_0363.wav,Sniper,600m,right
648,m24_600m_right_0365.wav,Sniper,600m,right
649,m4_0m_center_0367.wav,AR,0m,center
650,m4_0m_center_0369.wav,AR,0m,center
651,m4_0m_center_0380.wav,AR,0m,center
652,m4_0m_center_0387.wav,AR,0m,center
653,m4_100m_front_0397.wav,AR,100m,front
654,m4_100m_front_0398.wav,AR,100m,front
655,m4_100m_front_0399.wav,AR,100m,front
656,m4_100m_front_0400.wav,AR,100m,front
657,m4_100m_front_0401.wav,AR,100m,front
658,m4_100m_front_0402.wav,AR,100m,front
659,m4_100m_front_0403.wav,AR,100m,front
660,m4_100m_front_0404.wav,AR,100m,front
661,m4_100m_front_0405.wav,AR,100m,front
662,m4_100m_front_0407.wav,AR,100m,front
663,m4_100m_front_0408.wav,AR,100m,front
664,m4_100m_front_0409.wav,AR,100m,front
665,m4_100m_front_0410.wav,AR,100m,front
666,m4_100m_front_0411.wav,AR,100m,front
667,m4_100m_front_0412.wav,AR,100m,front
668,m4_100m_front_0414.wav,AR,100m,front
669,m4_100m_front_0415.wav,AR,100m,front
670,m4_100m_front_0416.wav,AR,100m,front
671,m4_100m_left_0417.wav,AR,100m,left
672,m4_100m_left_0418.wav,AR,100m,left
673,m4_100m_left_0419.wav,AR,100m,left
674,m4_100m_left_0420.wav,AR,100m,left
675,m4_100m_left_0421.wav,AR,100m,left
676,m4_100m_left_0422.wav,AR,100m,left
677,m4_100m_left_0423.wav,AR,100m,left
678,m4_100m_left_0424.wav,AR,100m,left
679,m4_100m_left_0425.wav,AR,100m,left
680,m4_100m_left_0426.wav,AR,100m,left
681,m4_100m_left_0427.wav,AR,100m,left
682,m4_100m_left_0428.wav,AR,100m,left
683,m4_100m_left_0429.wav,AR,100m,left
684,m4_100m_right_0430.wav,AR,100m,right
685,m4_100m_right_0431.wav,AR,100m,right
686,m4_100m_right_0432.wav,AR,100m,right
687,m4_100m_right_0433.wav,AR,100m,right
688,m4_100m_right_0435.wav,AR,100m,right
689,m4_100m_right_0436.wav,AR,100m,right
690,m4_100m_right_0438.wav,AR,100m,right
691,m4_100m_right_0439.wav,AR,100m,right
692,ak_0m_center_0450.wav,AR,0m,center
693,m24_0m_center_0578.wav,Sniper,0m,center
694,m24_0m_center_0583.wav,Sniper,0m,center
695,m24_0m_center_0586.wav,Sniper,0m,center
696,m4_100m_front_0608.wav,AR,100m,front
697,m4_0m_center_0612.wav,AR,0m,center
698,ak_100m_back_0881.wav,AR,100m,back
699,ak_100m_back_0882.wav,AR,100m,back
700,ak_100m_back_0883.wav,AR,100m,back
701,ak_100m_back_0884.wav,AR,100m,back
702,ak_100m_back_0885.wav,AR,100m,back
703,ak_100m_back_0886.wav,AR,100m,back
704,ak_100m_back_0887.wav,AR,100m,back
705,ak_100m_back_0888.wav,AR,100m,back
706,ak_100m_back_0891.wav,AR,100m,back
707,ak_100m_back_0892.wav,AR,100m,back
708,ak_100m_back_0893.wav,AR,100m,back
709,ak_100m_back_0894.wav,AR,100m,back
710,ak_100m_back_0895.wav,AR,100m,back
711,ak_100m_back_0896.wav,AR,100m,back
712,ak_100m_back_0897.wav,AR,100m,back
713,ak_100m_back_0898.wav,AR,100m,back
714,ak_100m_back_0899.wav,AR,100m,back
715,ak_100m_back_0900.wav,AR,100m,back
716,ak_100m_back_0901.wav,AR,100m,back
717,ak_100m_back_0902.wav,AR,100m,back
718,ak_100m_front_0903.wav,AR,100m,front
719,ak_100m_front_0904.wav,AR,100m,front
720,ak_100m_front_0905.wav,AR,100m,front
721,ak_100m_front_0906.wav,AR,100m,front
722,ak_100m_front_0907.wav,AR,100m,front
723,ak_100m_front_0908.wav,AR,100m,front
724,ak_100m_front_0910.wav,AR,100m,front
725,ak_100m_front_0912.wav,AR,100m,front
726,ak_100m_front_0913.wav,AR,100m,front
727,ak_100m_front_0914.wav,AR,100m,front
728,ak_100m_front_0915.wav,AR,100m,front
729,ak_100m_front_0917.wav,AR,100m,front
730,ak_100m_front_0918.wav,AR,100m,front
731,ak_100m_front_0919.wav,AR,100m,front
732,ak_100m_left_0920.wav,AR,100m,left
733,ak_100m_left_0921.wav,AR,100m,left
734,ak_100m_left_0922.wav,AR,100m,left
735,ak_100m_left_0923.wav,AR,100m,left
736,ak_100m_left_0926.wav,AR,100m,left
737,ak_100m_left_0927.wav,AR,100m,left
738,ak_100m_left_0928.wav,AR,100m,left
739,ak_100m_left_0930.wav,AR,100m,left
740,ak_100m_left_0931.wav,AR,100m,left
741,ak_100m_left_0932.wav,AR,100m,left
742,ak_100m_left_0933.wav,AR,100m,left
743,ak_100m_left_0934.wav,AR,100m,left
744,ak_100m_left_0935.wav,AR,100m,left
745,ak_100m_left_0938.wav,AR,100m,left
746,ak_100m_left_0939.wav,AR,100m,left
747,ak_100m_left_0940.wav,AR,100m,left
748,ak_100m_left_0941.wav,AR,100m,left
749,ak_100m_left_0942.wav,AR,100m,left
750,ak_100m_left_0943.wav,AR,100m,left
751,ak_100m_left_0944.wav,AR,100m,left
752,ak_100m_left_0945.wav,AR,100m,left
753,ak_100m_right_0946.wav,AR,100m,right
754,ak_100m_right_0947.wav,AR,100m,right
755,ak_100m_right_0948.wav,AR,100m,right
756,ak_100m_right_0949.wav,AR,100m,right
757,ak_100m_right_0950.wav,AR,100m,right
758,ak_100m_right_0951.wav,AR,100m,right
759,ak_100m_right_0952.wav,AR,100m,right
760,ak_100m_right_0953.wav,AR,100m,right
761,ak_100m_right_0954.wav,AR,100m,right
762,ak_100m_right_0955.wav,AR,100m,right
763,ak_100m_right_0956.wav,AR,100m,right
764,ak_100m_right_0957.wav,AR,100m,right
765,ak_100m_right_0958.wav,AR,100m,right
766,ak_100m_right_0959.wav,AR,100m,right
767,ak_100m_right_0960.wav,AR,100m,right
768,ak_100m_right_0961.wav,AR,100m,right
769,ak_100m_right_0962.wav,AR,100m,right
770,ak_100m_right_0963.wav,AR,100m,right
771,ak_100m_right_0964.wav,AR,100m,right
772,ak_100m_right_0965.wav,AR,100m,right
773,ak_100m_right_0966.wav,AR,100m,right
774,ak_200m_back_0967.wav,AR,200m,back
775,ak_200m_back_0968.wav,AR,200m,back
776,ak_200m_back_0969.wav,AR,200m,back
777,ak_200m_back_0971.wav,AR,200m,back
778,ak_200m_back_0972.wav,AR,200m,back
779,ak_200m_back_0974.wav,AR,200m,back
780,ak_200m_back_0975.wav,AR,200m,back
781,ak_200m_back_0976.wav,AR,200m,back
782,ak_200m_back_0977.wav,AR,200m,back
783,ak_200m_back_0978.wav,AR,200m,back
784,ak_200m_back_0979.wav,AR,200m,back
785,ak_200m_back_0981.wav,AR,200m,back
786,ak_200m_back_0982.wav,AR,200m,back
787,ak_200m_front_0984.wav,AR,200m,front
788,ak_200m_front_0985.wav,AR,200m,front
789,ak_200m_front_0986.wav,AR,200m,front
790,ak_200m_front_0987.wav,AR,200m,front
791,ak_200m_front_0988.wav,AR,200m,front
792,ak_200m_front_0989.wav,AR,200m,front
793,ak_200m_front_0990.wav,AR,200m,front
794,ak_200m_front_0991.wav,AR,200m,front
795,ak_200m_front_0992.wav,AR,200m,front
796,ak_200m_front_0993.wav,AR,200m,front
797,ak_200m_front_0994.wav,AR,200m,front
798,ak_200m_front_0996.wav,AR,200m,front
799,ak_200m_front_0997.wav,AR,200m,front
800,ak_200m_front_0998.wav,AR,200m,front
801,ak_200m_front_0999.wav,AR,200m,front
802,ak_200m_front_1000.wav,AR,200m,front
803,ak_200m_front_1001.wav,AR,200m,front
804,ak_200m_front_1002.wav,AR,200m,front
805,ak_200m_left_1004.wav,AR,200m,left
806,ak_200m_left_1005.wav,AR,200m,left
807,ak_200m_left_1006.wav,AR,200m,left
808,ak_200m_left_1007.wav,AR,200m,left
809,ak_200m_left_1008.wav,AR,200m,left
810,ak_200m_left_1009.wav,AR,200m,left
811,ak_200m_left_1010.wav,AR,200m,left
812,ak_200m_left_1011.wav,AR,200m,left
813,ak_200m_left_1012.wav,AR,200m,left
814,ak_200m_left_1013.wav,AR,200m,left
815,ak_200m_left_1014.wav,AR,200m,left
816,ak_200m_left_1016.wav,AR,200m,left
817,ak_200m_left_1018.wav,AR,200m,left
818,ak_200m_left_1019.wav,AR,200m,left
819,ak_200m_left_1020.wav,AR,200m,left
820,ak_200m_left_1021.wav,AR,200m,left
821,ak_200m_left_1022.wav,AR,200m,left
822,ak_200m_left_1023.wav,AR,200m,left
823,ak_200m_left_1024.wav,AR,200m,left
824,ak_200m_right_1025.wav,AR,200m,right
825,ak_200m_right_1026.wav,AR,200m,right
826,ak_200m_right_1027.wav,AR,200m,right
827,ak_200m_right_1029.wav,AR,200m,right
828,ak_200m_right_1030.wav,AR,200m,right
829,ak_200m_right_1031.wav,AR,200m,right
830,ak_200m_right_1032.wav,AR,200m,right
831,ak_200m_right_1033.wav,AR,200m,right
832,ak_200m_right_1034.wav,AR,200m,right
833,ak_200m_right_1035.wav,AR,200m,right
834,ak_200m_right_1036.wav,AR,200m,right
835,ak_200m_right_1037.wav,AR,200m,right
836,ak_200m_right_1038.wav,AR,200m,right
837,ak_200m_right_1039.wav,AR,200m,right
838,ak_200m_right_1040.wav,AR,200m,right
839,ak_200m_right_1041.wav,AR,200m,right
840,ak_200m_right_1042.wav,AR,200m,right
841,ak_200m_right_1043.wav,AR,200m,right
842,ak_200m_right_1044.wav,AR,200m,right
843,ak_400m_back_1045.wav,AR,400m,back
844,ak_400m_back_1046.wav,AR,400m,back
845,ak_400m_back_1047.wav,AR,400m,back
846,ak_400m_back_1048.wav,AR,400m,back
847,ak_400m_back_1049.wav,AR,400m,back
848,ak_400m_back_1053.wav,AR,400m,back
849,ak_400m_back_1054.wav,AR,400m,back
850,ak_400m_back_1055.wav,AR,400m,back
851,ak_400m_back_1056.wav,AR,400m,back
852,ak_400m_back_1057.wav,AR,400m,back
853,ak_400m_back_1058.wav,AR,400m,back
854,ak_400m_back_1059.wav,AR,400m,back
855,ak_400m_back_1061.wav,AR,400m,back
856,ak_400m_back_1062.wav,AR,400m,back
857,ak_400m_back_1063.wav,AR,400m,back
858,ak_400m_back_1064.wav,AR,400m,back
859,ak_400m_back_1065.wav,AR,400m,back
860,ak_400m_front_1066.wav,AR,400m,front
861,ak_400m_front_1067.wav,AR,400m,front
862,ak_400m_front_1068.wav,AR,400m,front
863,ak_400m_front_1070.wav,AR,400m,front
864,ak_400m_front_1071.wav,AR,400m,front
865,ak_400m_front_1072.wav,AR,400m,front
866,ak_400m_front_1073.wav,AR,400m,front
867,ak_400m_front_1074.wav,AR,400m,front
868,ak_400m_front_1075.wav,AR,400m,front
869,ak_400m_front_1078.wav,AR,400m,front
870,ak_400m_front_1080.wav,AR,400m,front
871,ak_400m_front_1081.wav,AR,400m,front
872,ak_400m_front_1082.wav,AR,400m,front
873,ak_400m_front_1083.wav,AR,400m,front
874,ak_400m_front_1084.wav,AR,400m,front
875,ak_400m_front_1086.wav,AR,400m,front
876,ak_400m_left_1087.wav,AR,400m,left
877,ak_400m_left_1088.wav,AR,400m,left
878,ak_400m_left_1089.wav,AR,400m,left
879,ak_400m_left_1090.wav,AR,400m,left
880,ak_400m_left_1091.wav,AR,400m,left
881,ak_400m_left_1092.wav,AR,400m,left
882,ak_400m_left_1093.wav,AR,400m,left
883,ak_400m_left_1094.wav,AR,400m,left
884,ak_400m_left_1095.wav,AR,400m,left
885,ak_400m_left_1096.wav,AR,400m,left
886,ak_400m_left_1097.wav,AR,400m,left
887,ak_400m_left_1098.wav,AR,400m,left
888,ak_400m_left_1099.wav,AR,400m,left
889,ak_400m_left_1100.wav,AR,400m,left
890,ak_400m_left_1101.wav,AR,400m,left
891,ak_400m_left_1102.wav,AR,400m,left
892,ak_400m_left_1103.wav,AR,400m,left
893,ak_400m_right_1104.wav,AR,400m,right
894,ak_400m_right_1105.wav,AR,400m,right
895,ak_400m_right_1106.wav,AR,400m,right
896,ak_400m_right_1107.wav,AR,400m,right
897,ak_400m_right_1108.wav,AR,400m,right
898,ak_400m_right_1109.wav,AR,400m,right
899,ak_400m_right_1110.wav,AR,400m,right
900,ak_400m_right_1111.wav,AR,400m,right
901,ak_400m_right_1112.wav,AR,400m,right
902,ak_400m_right_1113.wav,AR,400m,right
903,ak_400m_right_1114.wav,AR,400m,right
904,ak_400m_right_1115.wav,AR,400m,right
905,ak_400m_right_1116.wav,AR,400m,right
906,ak_400m_right_1117.wav,AR,400m,right
907,ak_400m_right_1118.wav,AR,400m,right
908,ak_400m_right_1119.wav,AR,400m,right
909,ak_400m_right_1120.wav,AR,400m,right
910,ak_400m_right_1121.wav,AR,400m,right
911,ak_400m_right_1122.wav,AR,400m,right
912,ak_400m_right_1123.wav,AR,400m,right
913,ak_400m_right_1124.wav,AR,400m,right
914,ak_50m_back_1125.wav,AR,50m,back
915,ak_50m_back_1126.wav,AR,50m,back
916,ak_50m_back_1127.wav,AR,50m,back
917,ak_50m_back_1128.wav,AR,50m,back
918,ak_50m_back_1129.wav,AR,50m,back
919,ak_50m_back_1132.wav,AR,50m,back
920,ak_50m_back_1134.wav,AR,50m,back
921,ak_50m_back_1135.wav,AR,50m,back
922,ak_50m_back_1136.wav,AR,50m,back
923,ak_50m_back_1137.wav,AR,50m,back
924,ak_50m_back_1138.wav,AR,50m,back
925,ak_50m_back_1139.wav,AR,50m,back
926,ak_50m_back_1141.wav,AR,50m,back
927,ak_50m_back_1142.wav,AR,50m,back
928,ak_50m_back_1143.wav,AR,50m,back
929,ak_50m_back_1144.wav,AR,50m,back
930,ak_50m_front_1146.wav,AR,50m,front
931,ak_50m_front_1147.wav,AR,50m,front
932,ak_50m_front_1148.wav,AR,50m,front
933,ak_50m_front_1149.wav,AR,50m,front
934,ak_50m_front_1150.wav,AR,50m,front
935,ak_50m_front_1152.wav,AR,50m,front
936,ak_50m_front_1153.wav,AR,50m,front
937,ak_50m_front_1154.wav,AR,50m,front
938,ak_50m_front_1155.wav,AR,50m,front
939,ak_50m_front_1156.wav,AR,50m,front
940,ak_50m_front_1157.wav,AR,50m,front
941,ak_50m_front_1159.wav,AR,50m,front
942,ak_50m_front_1160.wav,AR,50m,front
943,ak_50m_front_1162.wav,AR,50m,front
944,ak_50m_front_1163.wav,AR,50m,front
945,ak_50m_front_1164.wav,AR,50m,front
946,ak_50m_left_1165.wav,AR,50m,left
947,ak_50m_left_1167.wav,AR,50m,left
948,ak_50m_left_1168.wav,AR,50m,left
949,ak_50m_left_1169.wav,AR,50m,left
950,ak_50m_left_1170.wav,AR,50m,left
951,ak_50m_left_1171.wav,AR,50m,left
952,ak_50m_left_1172.wav,AR,50m,left
953,ak_50m_left_1173.wav,AR,50m,left
954,ak_50m_left_1174.wav,AR,50m,left
955,ak_50m_left_1175.wav,AR,50m,left
956,ak_50m_left_1176.wav,AR,50m,left
957,ak_50m_left_1177.wav,AR,50m,left
958,ak_50m_left_1178.wav,AR,50m,left
959,ak_50m_left_1180.wav,AR,50m,left
960,ak_50m_left_1181.wav,AR,50m,left
961,ak_50m_left_1182.wav,AR,50m,left
962,ak_50m_left_1183.wav,AR,50m,left
963,ak_50m_right_1185.wav,AR,50m,right
964,ak_50m_right_1186.wav,AR,50m,right
965,ak_50m_right_1187.wav,AR,50m,right
966,ak_50m_right_1188.wav,AR,50m,right
967,ak_50m_right_1189.wav,AR,50m,right
968,ak_50m_right_1190.wav,AR,50m,right
969,ak_50m_right_1191.wav,AR,50m,right
970,ak_50m_right_1192.wav,AR,50m,right
971,ak_50m_right_1194.wav,AR,50m,right
972,ak_50m_right_1195.wav,AR,50m,right
973,ak_50m_right_1197.wav,AR,50m,right
974,ak_50m_right_1198.wav,AR,50m,right
975,ak_50m_right_1199.wav,AR,50m,right
976,ak_50m_right_1200.wav,AR,50m,right
977,ak_50m_right_1201.wav,AR,50m,right
978,ak_50m_right_1203.wav,AR,50m,right
979,ak_600m_back_1204.wav,AR,600m,back
980,ak_600m_back_1205.wav,AR,600m,back
981,ak_600m_back_1206.wav,AR,600m,back
982,ak_600m_back_1207.wav,AR,600m,back
983,ak_600m_back_1208.wav,AR,600m,back
984,ak_600m_back_1209.wav,AR,600m,back
985,ak_600m_back_1210.wav,AR,600m,back
986,ak_600m_back_1211.wav,AR,600m,back
987,ak_600m_back_1212.wav,AR,600m,back
988,ak_600m_back_1213.wav,AR,600m,back
989,ak_600m_back_1215.wav,AR,600m,back
990,ak_600m_back_1216.wav,AR,600m,back
991,ak_600m_back_1217.wav,AR,600m,back
992,ak_600m_back_1219.wav,AR,600m,back
993,ak_600m_back_1220.wav,AR,600m,back
994,ak_600m_back_1221.wav,AR,600m,back
995,ak_600m_back_1222.wav,AR,600m,back
996,ak_600m_front_1223.wav,AR,600m,front
997,ak_600m_front_1224.wav,AR,600m,front
998,ak_600m_front_1225.wav,AR,600m,front
999,ak_600m_front_1226.wav,AR,600m,front
1000,ak_600m_front_1227.wav,AR,600m,front
1001,ak_600m_front_1229.wav,AR,600m,front
1002,ak_600m_front_1230.wav,AR,600m,front
1003,ak_600m_front_1231.wav,AR,600m,front
1004,ak_600m_front_1232.wav,AR,600m,front
1005,ak_600m_front_1233.wav,AR,600m,front
1006,ak_600m_front_1234.wav,AR,600m,front
1007,ak_600m_front_1236.wav,AR,600m,front
1008,ak_600m_front_1237.wav,AR,600m,front
1009,ak_600m_front_1238.wav,AR,600m,front
1010,ak_600m_front_1240.wav,AR,600m,front
1011,ak_600m_left_1242.wav,AR,600m,left
1012,ak_600m_left_1243.wav,AR,600m,left
1013,ak_600m_left_1244.wav,AR,600m,left
1014,ak_600m_left_1246.wav,AR,600m,left
1015,ak_600m_left_1247.wav,AR,600m,left
1016,ak_600m_left_1248.wav,AR,600m,left
1017,ak_600m_left_1249.wav,AR,600m,left
1018,ak_600m_left_1250.wav,AR,600m,left
1019,ak_600m_left_1251.wav,AR,600m,left
1020,ak_600m_left_1252.wav,AR,600m,left
1021,ak_600m_left_1253.wav,AR,600m,left
1022,ak_600m_left_1254.wav,AR,600m,left
1023,ak_600m_left_1255.wav,AR,600m,left
1024,ak_600m_left_1256.wav,AR,600m,left
1025,ak_600m_left_1257.wav,AR,600m,left
1026,ak_600m_left_1258.wav,AR,600m,left
1027,ak_600m_left_1259.wav,AR,600m,left
1028,ak_600m_left_1260.wav,AR,600m,left
1029,ak_600m_left_1261.wav,AR,600m,left
1030,ak_600m_right_1262.wav,AR,600m,right
1031,ak_600m_right_1263.wav,AR,600m,right
1032,ak_600m_right_1264.wav,AR,600m,right
1033,ak_600m_right_1265.wav,AR,600m,right
1034,ak_600m_right_1266.wav,AR,600m,right
1035,ak_600m_right_1268.wav,AR,600m,right
1036,ak_600m_right_1269.wav,AR,600m,right
1037,ak_600m_right_1270.wav,AR,600m,right
1038,ak_600m_right_1271.wav,AR,600m,right
1039,ak_600m_right_1272.wav,AR,600m,right
1040,ak_600m_right_1273.wav,AR,600m,right
1041,ak_600m_right_1274.wav,AR,600m,right
1042,ak_600m_right_1275.wav,AR,600m,right
1043,ak_600m_right_1276.wav,AR,600m,right
1044,ak_600m_right_1277.wav,AR,600m,right
1045,ak_600m_right_1278.wav,AR,600m,right
1046,m4_100m_back_1299.wav,AR,100m,back
1047,m4_100m_back_1300.wav,AR,100m,back
1048,m4_100m_back_1301.wav,AR,100m,back
1049,m4_100m_back_1302.wav,AR,100m,back
1050,m4_100m_back_1304.wav,AR,100m,back
1051,m4_100m_back_1306.wav,AR,100m,back
1052,m4_100m_back_1308.wav,AR,100m,back
1053,m4_100m_back_1309.wav,AR,100m,back
1054,m4_100m_back_1310.wav,AR,100m,back
1055,m4_100m_back_1311.wav,AR,100m,back
1056,m4_100m_back_1312.wav,AR,100m,back
1057,m4_100m_back_1313.wav,AR,100m,back
1058,m4_100m_back_1314.wav,AR,100m,back
1059,m4_100m_back_1316.wav,AR,100m,back
1060,m4_100m_back_1317.wav,AR,100m,back
1061,m4_100m_back_1318.wav,AR,100m,back
1062,m4_100m_back_1320.wav,AR,100m,back
1063,m4_100m_back_1322.wav,AR,100m,back
1064,m4_100m_back_1324.wav,AR,100m,back
1065,m4_100m_back_1325.wav,AR,100m,back
1066,m4_100m_back_1326.wav,AR,100m,back
1067,m4_100m_back_1327.wav,AR,100m,back
1068,m4_100m_back_1328.wav,AR,100m,back
1069,m4_100m_back_1329.wav,AR,100m,back
1070,m4_200m_back_1330.wav,AR,200m,back
1071,m4_200m_back_1331.wav,AR,200m,back
1072,m4_200m_back_1332.wav,AR,200m,back
1073,m4_200m_back_1333.wav,AR,200m,back
1074,m4_200m_back_1334.wav,AR,200m,back
1075,m4_200m_back_1337.wav,AR,200m,back
1076,m4_200m_back_1338.wav,AR,200m,back
1077,m4_200m_back_1339.wav,AR,200m,back
1078,m4_200m_back_1340.wav,AR,200m,back
1079,m4_200m_back_1341.wav,AR,200m,back
1080,m4_200m_back_1342.wav,AR,200m,back
1081,m4_200m_back_1343.wav,AR,200m,back
1082,m4_200m_back_1344.wav,AR,200m,back
1083,m4_200m_back_1345.wav,AR,200m,back
1084,m4_200m_back_1346.wav,AR,200m,back
1085,m4_200m_back_1347.wav,AR,200m,back
1086,m4_200m_back_1348.wav,AR,200m,back
1087,m4_200m_back_1349.wav,AR,200m,back
1088,m4_200m_front_1350.wav,AR,200m,front
1089,m4_200m_front_1353.wav,AR,200m,front
1090,m4_200m_front_1354.wav,AR,200m,front
1091,m4_200m_front_1355.wav,AR,200m,front
1092,m4_200m_front_1358.wav,AR,200m,front
1093,m4_200m_front_1359.wav,AR,200m,front
1094,m4_200m_front_1360.wav,AR,200m,front
1095,m4_200m_front_1361.wav,AR,200m,front
1096,m4_200m_front_1363.wav,AR,200m,front
1097,m4_200m_front_1364.wav,AR,200m,front
1098,m4_200m_front_1365.wav,AR,200m,front
1099,m4_200m_front_1366.wav,AR,200m,front
1100,m4_200m_front_1368.wav,AR,200m,front
1101,m4_200m_front_1369.wav,AR,200m,front
1102,m4_200m_front_1370.wav,AR,200m,front
1103,m4_200m_front_1371.wav,AR,200m,front
1104,m4_200m_left_1373.wav,AR,200m,left
1105,m4_200m_left_1374.wav,AR,200m,left
1106,m4_200m_left_1375.wav,AR,200m,left
1107,m4_200m_left_1376.wav,AR,200m,left
1108,m4_200m_left_1377.wav,AR,200m,left
1109,m4_200m_left_1378.wav,AR,200m,left
1110,m4_200m_left_1379.wav,AR,200m,left
1111,m4_200m_left_1380.wav,AR,200m,left
1112,m4_200m_left_1381.wav,AR,200m,left
1113,m4_200m_left_1383.wav,AR,200m,left
1114,m4_200m_left_1384.wav,AR,200m,left
1115,m4_200m_left_1385.wav,AR,200m,left
1116,m4_200m_left_1386.wav,AR,200m,left
1117,m4_200m_left_1387.wav,AR,200m,left
1118,m4_200m_left_1388.wav,AR,200m,left
1119,m4_200m_left_1389.wav,AR,200m,left
1120,m4_200m_left_1390.wav,AR,200m,left
1121,m4_200m_left_1391.wav,AR,200m,left
1122,m4_200m_right_1392.wav,AR,200m,right
